Ensembl_geneID,D14_CHD8_1,D14_CHD8_3,D14_CHD8_4,D14_H9_1,D14_H9_2,D14_H9_5,D21_CHD8_4,D21_CHD8_5,D21_CHD8_6,D21_H9_4,D21_H9_5,D21_H9_6,D7_CHD8_2,D7_CHD8_3,D7_CHD8_5,D7_H9_3,D7_H9_4,D7_H9_5
ENSG00000165417,94,64,63,56,64,29,67,11,31,52,47,85,2,74,34,51,76,13
ENSG00000205579,96,35,85,19,49,18,77,35,2,52,31,1,62,28,58,90,12,66
ENSG00000140022,72,29,81,91,29,44,40,19,86,53,35,50,95,75,88,95,52,41
ENSG00000258605,100,26,60,87,50,35,3,93,17,41,79,38,44,12,87,28,44,12
ENSG00000071537,44,60,59,10,59,43,45,44,36,10,79,37,45,34,49,64,96,54
ENSG00000258501,75,28,94,4,18,85,7,68,0,11,93,39,39,25,6,1,30,84
ENSG00000258743,43,79,36,6,74,73,77,9,20,56,99,30,3,81,69,60,50,3
ENSG00000259032,83,80,6,14,30,100,19,76,2,62,17,56,17,94,43,3,60,97
ENSG00000205562,77,30,100,31,9,100,8,7,65,32,8,25,62,90,30,89,22,27
ENSG00000185070,24,88,50,85,79,0,10,45,39,61,84,82,82,9,84,85,61,30
ENSG00000258733,50,2,4,38,28,31,35,79,44,87,57,71,81,83,38,94,55,63
ENSG00000054983,96,17,77,54,46,50,65,92,45,39,42,39,29,52,11,43,73,52
ENSG00000259096,3,16,73,2,31,11,57,32,86,11,44,81,85,78,12,53,53,7
ENSG00000100433,18,0,36,33,12,93,73,94,80,44,21,9,71,22,50,47,84,0
ENSG00000042317,9,85,23,71,67,43,57,39,11,68,41,8,45,7,59,7,35,7
ENSG00000070778,82,63,100,24,57,15,38,1,93,64,47,66,30,7,76,43,92,60
ENSG00000258789,95,61,0,58,23,86,7,66,36,53,30,45,53,1,81,0,24,96
ENSG00000100722,69,3,5,35,47,24,88,1,80,5,33,34,84,55,62,28,66,98
ENSG00000165521,20,75,81,10,9,55,39,19,26,26,26,3,39,50,52,30,87,81
ENSG00000165533,28,68,12,85,74,61,94,14,24,71,91,84,78,99,44,68,36,68
ENSG00000053254,66,44,32,73,87,79,79,6,39,68,76,81,28,65,12,79,54,87
ENSG00000259151,99,85,88,100,67,53,2,7,53,80,30,18,26,58,44,65,3,89
ENSG00000258920,7,99,56,44,24,13,96,97,96,98,58,61,3,57,34,84,99,89
ENSG00000200312,72,9,92,72,9,77,95,99,62,88,10,6,94,26,80,34,75,77
ENSG00000259050,50,49,98,30,47,16,96,42,67,2,27,16,51,55,76,52,28,86
ENSG00000140025,64,4,65,60,51,3,45,75,44,15,0,17,51,3,100,37,89,47
ENSG00000042088,52,6,11,91,100,89,57,32,32,89,8,26,78,4,61,50,11,19
ENSG00000152315,60,98,24,57,96,74,27,75,53,92,27,30,39,27,16,100,88,27
ENSG00000100764,81,16,56,5,73,38,58,14,87,22,23,83,77,17,10,56,90,89
ENSG00000119720,27,7,35,27,49,92,12,73,88,94,71,7,76,32,45,75,77,85
ENSG00000242571,41,74,4,76,96,32,21,74,82,64,33,39,6,86,47,71,63,1
ENSG00000198668,57,84,23,66,30,42,21,81,57,32,47,82,68,2,70,11,65,100
ENSG00000258424,63,62,62,67,76,90,73,93,86,33,24,2,48,79,34,74,79,88
ENSG00000165914,95,97,44,24,87,42,67,52,87,4,58,27,14,98,35,49,29,49
ENSG00000213315,19,52,28,68,88,78,77,59,65,28,70,46,41,0,44,16,63,8
ENSG00000100784,49,35,93,30,7,92,53,73,89,91,72,65,84,12,71,85,50,81
ENSG00000133943,19,99,75,14,88,68,88,42,95,33,85,72,40,29,13,25,72,44
ENSG00000119714,0,60,50,63,57,12,55,76,60,77,91,1,45,100,52,26,12,19
ENSG00000015133,30,86,69,92,97,89,43,91,60,14,30,89,10,60,17,58,47,37
ENSG00000100796,98,39,100,26,23,7,33,85,51,37,15,28,27,35,89,33,56,31
ENSG00000133962,3,12,80,72,19,70,28,74,18,13,6,68,64,23,94,16,97,61
ENSG00000268295,97,89,20,77,45,79,36,30,85,32,43,95,90,71,63,11,88,91
ENSG00000260711,83,76,93,57,21,24,58,89,49,20,29,57,66,87,11,89,64,53
ENSG00000165929,48,75,50,73,45,82,56,81,19,96,11,5,77,2,7,26,74,87
ENSG00000140092,59,32,4,92,57,74,35,2,100,81,89,17,36,57,65,71,82,55
ENSG00000100815,76,58,88,13,1,93,46,3,59,99,95,38,47,45,62,77,86,43
ENSG00000259020,90,12,39,72,9,89,5,89,40,76,39,19,2,62,24,87,15,0
ENSG00000261372,22,17,28,62,2,4,46,100,17,0,42,50,78,24,64,1,33,76
ENSG00000066427,85,54,85,49,78,68,12,22,25,46,13,81,20,76,4,71,88,25
ENSG00000183648,60,39,97,31,26,29,29,74,90,63,23,19,7,62,26,67,74,5
ENSG00000165934,48,9,23,74,57,40,62,7,60,11,36,19,71,74,20,4,58,9
ENSG00000140090,96,23,84,83,77,41,55,90,0,3,47,29,6,16,7,13,63,98
ENSG00000100599,84,64,97,27,78,46,19,12,90,39,38,85,95,69,22,70,57,78
ENSG00000100600,58,83,62,2,36,45,46,36,22,74,89,74,93,99,40,77,2,6
ENSG00000066455,21,15,62,93,69,5,71,73,86,52,55,40,95,98,4,5,72,37
ENSG00000100604,45,62,47,93,57,80,17,14,78,45,48,73,89,87,52,17,1,13
ENSG00000100605,45,73,31,85,13,28,41,59,45,61,31,97,63,84,54,98,57,61
ENSG00000165943,64,59,45,97,93,28,55,63,97,79,94,1,85,69,24,99,25,54
ENSG00000153485,12,17,0,64,9,43,99,96,51,80,47,59,88,51,55,28,62,72
ENSG00000170270,10,2,53,24,53,96,53,94,77,9,23,42,79,88,33,26,9,12
ENSG00000012963,45,24,2,5,30,55,88,44,6,85,25,55,17,85,3,97,6,46
ENSG00000240096,21,87,61,37,92,4,2,88,84,82,87,68,90,97,64,85,0,73
ENSG00000011114,30,41,82,84,78,86,34,72,64,69,27,0,17,67,88,80,99,78
ENSG00000241499,100,37,70,9,97,19,39,26,47,20,36,74,63,15,76,7,52,93
ENSG00000133958,27,75,48,58,98,20,67,28,68,72,66,54,17,28,93,20,84,1
ENSG00000175785,23,65,23,98,66,81,9,6,32,38,19,65,48,60,49,4,75,56
ENSG00000258584,76,25,47,14,68,89,41,0,95,71,95,94,65,31,13,84,74,28
ENSG00000140067,54,21,55,43,10,10,4,16,75,93,77,47,17,96,73,2,5,91
ENSG00000100628,100,22,52,42,35,45,57,20,65,32,31,16,3,47,64,37,8,41
ENSG00000089723,13,91,61,17,76,56,15,62,47,22,83,63,10,7,39,27,45,2
ENSG00000089737,25,12,35,51,65,21,65,34,68,55,87,91,17,31,38,46,26,88
ENSG00000165948,79,8,72,84,42,8,17,92,34,13,97,80,99,7,63,28,86,13
ENSG00000165949,14,32,37,13,6,35,49,74,93,39,93,41,28,41,63,93,50,80
ENSG00000119632,10,68,80,7,45,37,26,34,27,90,100,35,13,95,43,42,52,91
ENSG00000119698,51,37,10,59,57,4,32,49,97,55,50,20,46,19,0,49,6,72
ENSG00000140093,21,40,12,74,66,78,94,5,45,74,41,28,64,78,38,18,25,23
ENSG00000197249,59,88,56,55,83,98,53,3,52,3,70,23,97,51,33,69,77,60
ENSG00000188488,38,33,86,69,27,55,65,19,38,51,90,41,30,86,24,74,63,15
ENSG00000239269,48,80,64,46,52,68,69,91,62,62,57,85,98,0,11,68,90,9
ENSG00000133937,69,13,27,90,36,65,26,34,90,97,26,48,44,29,71,100,59,86
ENSG00000240914,64,18,61,56,85,2,78,86,56,95,86,78,76,17,2,77,20,30
ENSG00000100697,83,59,95,13,68,49,97,73,8,72,86,36,68,0,57,29,25,78
ENSG00000235706,69,70,50,63,81,65,23,67,91,10,4,98,61,59,92,27,28,52
ENSG00000165959,87,49,77,60,94,93,7,96,5,59,58,3,45,47,22,22,83,83
ENSG00000229645,17,89,86,45,30,1,10,25,68,95,60,71,93,40,73,82,55,3
ENSG00000176438,89,96,41,18,96,51,67,2,13,6,31,9,80,26,35,35,44,93
ENSG00000247092,90,15,91,43,90,79,9,54,53,11,15,29,93,79,83,51,28,28
ENSG00000252481,77,79,56,70,23,72,86,16,37,47,22,24,13,55,52,98,74,11
ENSG00000182512,62,10,53,53,71,100,48,42,54,84,3,22,27,40,67,99,40,41
ENSG00000213231,97,44,22,1,95,82,41,19,25,6,94,90,35,5,82,37,31,28
ENSG00000100721,13,74,53,64,72,1,74,2,73,63,93,3,82,49,13,34,59,67
ENSG00000250366,38,52,56,36,44,95,47,93,28,97,26,9,75,67,100,46,42,32
ENSG00000227051,67,13,41,9,19,85,22,93,27,56,38,63,44,44,100,87,76,11
ENSG00000168398,18,36,12,3,43,19,14,20,52,94,91,79,75,100,12,83,5,80
ENSG00000066739,57,78,44,56,85,80,61,19,24,79,16,78,26,71,18,71,2,95
ENSG00000100744,77,70,56,50,84,61,55,74,35,87,32,63,7,59,88,58,29,60
ENSG00000140057,32,81,54,83,26,85,95,67,35,49,35,88,85,74,45,9,17,57
ENSG00000260806,85,18,31,56,5,88,86,12,19,46,86,82,65,89,91,1,63,53
ENSG00000090060,51,2,41,0,32,11,56,94,34,37,15,10,46,29,5,96,98,27
ENSG00000258702,26,100,66,98,5,87,34,34,9,63,88,84,99,81,4,20,10,51
ENSG00000100749,3,71,61,77,2,58,40,24,18,45,8,93,20,74,33,29,68,44
ENSG00000232573,56,65,9,47,42,69,69,92,76,25,74,89,94,48,64,86,100,86
ENSG00000234648,56,43,72,90,34,95,93,97,40,28,10,76,60,38,79,40,75,49
ENSG00000127152,46,31,5,30,41,43,53,7,42,63,16,79,79,81,31,8,66,71
ENSG00000183576,36,14,74,43,56,87,52,24,95,42,13,61,25,50,56,57,0,78
ENSG00000090061,88,71,69,75,67,76,82,34,19,100,28,80,100,25,41,89,58,55
ENSG00000205476,56,11,95,87,3,69,44,98,12,70,52,77,18,81,31,46,72,84
ENSG00000182218,24,37,10,90,65,34,14,55,20,92,43,29,20,4,12,19,58,78
ENSG00000036530,38,3,0,54,22,39,92,43,15,79,13,45,87,95,31,71,7,46
ENSG00000066629,36,87,30,92,18,99,35,2,99,42,8,98,18,48,86,43,6,9
ENSG00000271198,83,15,96,61,9,5,92,63,19,1,47,84,63,37,46,36,38,33
ENSG00000196405,2,42,86,72,92,46,34,0,15,6,62,0,39,46,94,80,95,82
ENSG00000168350,69,76,10,95,20,56,71,8,27,40,79,51,37,49,37,60,32,39
ENSG00000258982,99,87,15,24,13,61,93,42,38,25,85,77,41,4,91,65,85,58
ENSG00000100811,85,4,35,15,9,33,1,30,58,64,2,99,69,38,46,16,56,12
ENSG00000258904,45,18,61,19,36,33,77,24,16,95,32,28,43,63,34,32,14,25
ENSG00000197119,76,77,82,57,48,81,79,43,31,93,58,62,89,41,80,11,97,87
ENSG00000140105,57,87,19,36,4,45,25,37,45,5,92,82,42,43,26,47,37,7
ENSG00000176473,63,82,65,58,52,72,72,45,24,54,80,56,22,55,26,26,46,1
ENSG00000183092,72,78,26,44,24,36,28,79,43,79,38,7,61,89,19,65,48,79
ENSG00000259031,94,3,35,49,5,91,76,86,89,8,64,48,89,42,49,36,76,54
ENSG00000185559,38,61,82,49,84,44,47,18,17,34,92,20,93,12,55,62,85,68
ENSG00000273087,100,29,77,52,72,44,61,37,80,67,61,81,76,48,80,42,48,66
ENSG00000214548,50,91,2,97,7,99,57,57,80,81,14,52,0,76,82,14,25,20
ENSG00000254656,76,37,10,85,25,72,22,28,61,72,98,25,3,19,21,38,47,37
ENSG00000258399,69,0,81,82,4,37,80,66,79,98,86,75,23,37,63,78,25,28
ENSG00000225746,30,37,97,30,46,90,43,85,8,80,42,96,13,71,27,63,49,100
ENSG00000223403,34,0,37,98,99,38,60,21,58,36,0,23,30,81,30,85,42,77
ENSG00000258498,41,56,65,75,19,43,92,59,42,41,13,65,16,45,44,25,36,0
ENSG00000197406,31,88,59,47,54,57,80,11,78,81,72,90,82,68,30,47,36,89
ENSG00000241494,9,40,14,48,33,64,6,56,78,73,41,77,29,42,90,59,33,58
ENSG00000078304,69,73,9,51,20,26,37,29,75,21,30,58,81,48,95,78,9,45
ENSG00000259088,50,22,14,34,85,88,53,67,66,26,77,27,95,61,32,57,26,91
ENSG00000271780,35,60,43,58,53,54,64,30,41,78,2,16,67,40,8,98,39,23
ENSG00000272444,84,34,1,59,53,98,7,40,69,50,84,57,97,59,7,99,82,90
ENSG00000197102,54,61,86,72,44,36,29,55,49,14,99,31,79,60,94,62,28,57
ENSG00000080824,88,8,48,45,65,63,89,7,6,35,57,11,6,71,50,53,96,99
ENSG00000140153,18,79,41,84,84,84,66,83,18,36,60,78,15,17,43,49,99,18
ENSG00000080823,70,24,28,16,90,31,49,24,36,73,86,88,86,62,53,77,28,91
ENSG00000022976,10,60,7,40,16,36,64,23,32,63,91,8,27,75,84,39,29,80
ENSG00000100865,2,62,4,26,55,21,78,61,13,28,43,93,13,0,69,20,48,17
ENSG00000196663,19,81,81,8,45,9,4,85,64,25,12,49,41,51,59,5,67,79
ENSG00000156381,90,97,70,70,89,52,46,35,59,96,20,80,0,89,44,0,96,44
ENSG00000259230,62,84,29,19,71,52,45,10,96,3,76,90,76,68,26,46,4,15
ENSG00000239224,2,49,31,55,40,41,67,69,95,87,13,67,89,32,44,3,6,100
ENSG00000089902,20,16,80,42,64,71,88,93,45,98,3,87,48,67,43,31,26,25
ENSG00000131323,57,52,23,66,60,35,82,8,96,89,47,41,37,48,9,8,16,14
ENSG00000166126,25,24,18,97,68,62,8,16,72,47,21,30,25,99,55,31,26,3
ENSG00000198752,9,17,57,94,97,22,66,2,14,54,31,36,48,22,88,10,24,87
ENSG00000213176,60,63,50,82,36,3,50,26,67,27,42,82,2,78,37,35,94,3
ENSG00000205436,47,100,11,1,26,13,89,47,55,37,84,4,54,67,97,77,79,94
ENSG00000185215,26,93,33,31,78,39,38,87,89,94,71,31,29,46,63,75,38,39
ENSG00000251533,10,58,59,6,55,12,61,45,74,29,33,43,51,31,70,87,42,10
ENSG00000259775,10,100,87,85,93,10,94,80,1,8,29,90,88,58,12,32,21,41
ENSG00000100664,67,8,94,50,98,98,24,84,68,51,98,57,65,68,55,50,28,98
ENSG00000243904,18,98,40,73,22,37,93,52,42,14,81,2,2,19,57,99,61,67
ENSG00000075413,46,44,59,90,53,67,41,69,49,47,99,57,94,99,82,35,94,77
ENSG00000244691,10,36,50,56,9,99,39,73,85,58,23,24,32,65,88,99,13,12
ENSG00000166165,36,53,36,96,58,81,57,32,64,40,82,17,5,10,77,53,44,72
ENSG00000260285,3,87,39,48,34,65,30,31,73,61,26,54,86,83,8,78,80,26
ENSG00000166166,24,43,14,71,91,33,45,79,24,44,51,18,93,9,82,31,59,15
ENSG00000166170,10,91,24,29,51,59,1,53,81,43,35,83,65,55,42,89,90,72
ENSG00000126214,66,12,27,62,22,22,21,49,26,40,89,26,10,63,11,53,19,96
ENSG00000256053,40,49,85,35,46,57,10,30,92,53,69,17,62,15,13,75,60,90
ENSG00000246451,66,75,75,14,14,63,70,74,28,81,53,18,43,95,12,51,64,26
ENSG00000270108,86,52,82,7,90,29,91,87,50,86,90,3,2,96,26,28,59,85
ENSG00000269940,42,57,81,89,41,14,39,13,41,99,62,68,74,25,86,57,90,86
ENSG00000269958,79,61,22,15,19,89,82,73,28,90,74,89,37,55,33,36,77,68
ENSG00000126215,26,94,35,22,94,88,81,72,24,40,96,14,42,81,49,32,45,41
ENSG00000224997,15,92,25,84,39,59,4,84,99,74,4,34,27,34,13,78,68,100
ENSG00000269963,93,32,91,79,42,16,71,67,75,66,24,38,58,8,66,43,10,11
ENSG00000100711,83,81,39,32,54,12,97,39,27,54,70,78,19,1,55,63,49,80
ENSG00000088808,71,54,29,32,1,79,15,2,46,37,13,34,33,36,61,100,42,65
ENSG00000258534,38,7,16,84,24,83,72,13,85,56,76,88,92,45,82,1,51,66
ENSG00000156411,78,82,12,13,91,29,88,24,32,23,61,82,64,31,54,32,90,72
ENSG00000166183,63,93,16,87,29,81,5,96,3,76,42,82,28,44,90,46,32,32
ENSG00000066735,30,98,31,41,19,40,79,40,91,20,38,44,42,30,11,1,51,83
ENSG00000258986,50,60,100,49,17,32,77,10,46,41,74,36,60,49,33,87,11,41
ENSG00000203485,93,52,23,91,28,88,42,34,66,20,8,22,85,60,60,100,6,68
ENSG00000185100,36,55,33,98,22,50,26,35,92,14,9,44,60,72,77,60,16,57
ENSG00000184990,45,47,16,26,80,2,58,64,50,17,19,77,19,85,49,89,34,26
ENSG00000142208,58,64,8,46,56,66,33,33,96,0,96,40,96,50,91,0,73,16
ENSG00000179627,72,54,96,100,18,48,41,20,68,58,36,80,26,64,37,85,43,2
ENSG00000258701,22,64,80,15,21,14,16,90,94,86,63,37,64,14,97,52,99,74
ENSG00000196183,28,5,41,60,57,77,86,82,89,83,0,58,26,23,10,81,56,80
ENSG00000258811,26,76,22,82,66,100,68,75,90,75,92,68,32,71,43,68,29,2
ENSG00000099814,97,37,80,21,21,92,76,8,16,9,100,79,86,62,57,10,44,21
ENSG00000185567,85,51,95,67,23,11,44,13,56,21,72,9,87,45,7,28,18,70
ENSG00000140104,71,6,82,89,79,42,99,89,45,30,20,44,30,62,11,56,74,22
ENSG00000170779,75,17,8,48,17,45,83,30,53,96,48,42,25,77,32,8,15,37
ENSG00000183484,18,96,61,95,22,19,94,80,39,26,84,9,72,65,42,63,31,32
ENSG00000184916,54,95,76,76,63,58,80,64,10,94,65,17,21,79,88,89,83,70
ENSG00000183828,2,25,22,38,13,52,28,94,41,29,36,56,45,0,88,3,87,42
ENSG00000185024,75,69,45,65,54,17,46,15,21,58,100,17,100,8,35,55,95,49
ENSG00000184887,83,29,47,37,87,58,68,86,15,54,76,74,19,33,89,29,19,55
ENSG00000179364,31,50,24,1,73,0,19,42,49,93,66,14,53,48,16,4,71,90
ENSG00000242085,56,72,100,12,66,16,22,91,33,89,40,39,17,61,24,8,8,48
ENSG00000226174,60,51,15,4,82,95,41,2,69,65,89,84,98,83,75,92,87,59
ENSG00000251602,86,10,42,11,86,35,41,22,46,78,20,46,62,61,81,47,66,74
ENSG00000182979,100,6,70,27,47,95,16,90,29,41,70,81,88,72,63,89,23,46
ENSG00000257270,31,77,84,46,5,54,22,32,57,44,51,20,30,26,29,52,38,56
ENSG00000182809,76,60,81,50,61,78,88,17,46,60,38,28,85,34,83,63,14,22
ENSG00000185347,57,92,33,77,37,9,73,88,84,61,64,6,9,50,68,95,73,59
ENSG00000184986,53,7,65,4,54,53,37,57,12,19,10,96,61,87,31,43,59,29
ENSG00000225200,40,36,97,49,13,40,32,15,96,2,47,15,35,28,71,23,19,82
ENSG00000199480,54,9,65,22,72,32,91,84,74,91,48,92,88,35,27,1,7,29
ENSG00000258780,54,64,47,20,17,56,50,92,45,38,28,78,19,16,44,25,31,100
ENSG00000258628,1,5,61,10,20,18,3,25,67,16,96,48,53,58,53,96,53,46
ENSG00000259156,34,92,92,75,60,78,22,58,84,87,97,81,85,69,63,70,22,79
ENSG00000180229,78,78,61,61,98,34,97,7,35,62,1,65,17,9,70,96,62,85
ENSG00000258488,29,9,63,72,83,30,69,14,19,72,82,55,83,71,39,20,33,93
ENSG00000258684,10,21,85,15,80,86,62,13,53,8,93,62,82,42,46,31,45,13
ENSG00000237161,53,66,68,99,84,91,92,84,12,61,81,15,35,52,46,73,62,89
ENSG00000258712,18,70,80,47,19,13,51,11,15,52,29,82,87,99,65,13,30,31
ENSG00000223877,50,22,37,92,72,47,71,77,11,3,24,71,61,9,77,38,93,93
ENSG00000258732,37,81,45,54,55,29,30,7,78,51,17,0,29,83,53,3,52,51
ENSG00000259689,77,52,34,70,81,83,36,34,20,79,85,62,99,4,100,23,42,19
ENSG00000153575,87,1,24,91,49,81,86,20,59,21,81,8,98,59,13,72,13,80
ENSG00000068793,58,53,32,76,78,57,11,60,8,40,77,14,24,95,97,20,97,67
ENSG00000140157,8,23,36,43,90,4,82,35,72,86,13,24,56,46,55,1,37,45
ENSG00000170113,89,32,82,36,63,10,1,4,8,33,34,82,37,22,8,88,73,60
ENSG00000259344,58,96,43,31,29,59,52,55,73,72,94,68,26,90,78,18,73,48
ENSG00000259480,45,26,41,42,16,69,74,32,41,8,89,100,60,49,35,100,27,30
ENSG00000230856,7,22,25,49,53,100,52,93,92,35,49,7,34,81,34,52,73,25
ENSG00000187667,4,45,63,95,60,28,4,28,28,6,81,5,18,18,49,52,81,49
ENSG00000153666,30,84,97,23,45,10,36,25,71,42,71,17,50,24,99,59,15,81
ENSG00000140181,32,25,60,47,17,43,94,100,44,12,66,66,70,71,49,79,68,70
ENSG00000259401,49,62,6,75,10,3,71,70,61,79,35,17,42,22,86,95,41,80
ENSG00000179455,47,16,45,80,70,93,29,38,17,12,90,5,90,78,62,74,84,27
ENSG00000182636,49,3,16,57,99,82,9,1,23,84,57,18,82,28,26,76,91,96
ENSG00000259905,66,64,49,31,98,20,46,43,35,19,42,4,38,20,12,93,3,85
ENSG00000185823,51,44,84,8,22,55,47,54,95,17,90,28,29,98,49,31,41,84
ENSG00000128739,93,63,97,32,75,60,84,10,70,19,50,45,96,76,19,94,15,33
ENSG00000241061,63,23,33,91,60,73,72,0,52,12,82,77,90,80,80,55,96,94
ENSG00000273173,57,69,72,14,6,94,50,90,61,13,71,91,75,97,25,22,60,39
ENSG00000224078,0,38,23,86,99,55,1,32,74,0,86,52,38,99,18,49,43,45
ENSG00000270704,56,78,28,83,32,16,34,32,31,10,76,41,50,100,36,24,36,85
ENSG00000239014,96,77,62,1,74,44,2,9,59,22,82,55,39,67,21,14,43,57
ENSG00000271347,90,98,10,94,30,15,66,9,48,6,16,11,93,98,9,31,73,76
ENSG00000257647,99,8,71,66,38,58,91,7,33,11,38,56,88,45,36,96,17,68
ENSG00000257151,37,91,17,15,41,3,49,86,23,70,37,82,8,50,12,18,50,77
ENSG00000270246,38,38,71,17,91,20,48,44,50,32,86,1,14,90,68,81,68,45
ENSG00000207063,75,61,43,77,11,79,54,38,42,51,47,74,42,47,87,89,94,32
ENSG00000207001,30,82,37,30,30,78,18,76,26,22,34,50,93,1,87,6,73,52
ENSG00000207442,29,55,97,33,98,15,83,37,3,58,20,71,98,55,26,3,67,25
ENSG00000207133,60,15,4,51,59,34,46,78,17,100,90,36,82,65,93,93,6,11
ENSG00000207137,28,95,68,57,44,1,0,99,10,76,37,79,15,78,51,0,70,19
ENSG00000206621,26,42,49,74,74,36,91,97,67,74,55,53,8,65,25,8,32,24
ENSG00000206656,21,46,33,72,7,66,48,39,75,47,48,92,4,70,90,84,63,48
ENSG00000206688,21,16,59,97,34,78,47,65,91,85,35,39,2,6,44,34,33,84
ENSG00000207460,52,78,72,28,99,82,34,83,53,33,54,13,100,98,92,10,24,59
ENSG00000261069,58,30,74,51,74,75,53,23,96,12,76,36,16,65,83,21,67,76
ENSG00000207279,67,5,17,19,43,4,15,100,90,58,37,7,90,48,54,98,27,63
ENSG00000251815,98,41,71,79,53,55,94,64,56,84,85,98,99,46,57,21,78,30
ENSG00000251896,64,38,80,52,11,94,89,92,64,91,20,71,15,57,29,0,68,6
ENSG00000114062,43,99,71,94,82,78,24,88,45,22,37,34,33,37,56,92,46,35
ENSG00000206190,41,30,14,40,12,18,88,68,91,3,3,64,75,68,84,92,29,14
ENSG00000258965,89,31,55,56,73,37,10,95,76,54,35,94,38,25,61,33,18,64
ENSG00000166206,67,20,62,81,31,62,33,45,46,11,98,30,7,58,5,8,40,10
ENSG00000186297,13,10,26,37,16,75,51,5,48,78,53,2,97,55,93,94,19,40
ENSG00000182256,33,91,68,38,10,8,56,5,38,61,74,6,59,85,92,14,19,97
ENSG00000104044,89,14,57,32,100,97,71,12,8,88,62,96,88,69,29,36,89,83
ENSG00000128731,26,21,70,89,21,63,1,33,26,51,72,1,86,31,19,3,67,21
ENSG00000256338,63,20,33,30,46,16,19,56,66,85,37,68,9,7,18,94,99,36
ENSG00000261401,38,44,78,6,20,78,83,42,46,22,76,7,66,84,66,32,17,94
ENSG00000261524,90,74,83,46,84,15,69,49,0,55,53,62,51,83,93,23,56,12
ENSG00000260053,65,89,99,46,59,90,23,12,77,17,86,48,65,32,24,40,67,75
ENSG00000261581,61,86,99,21,92,94,78,55,83,80,14,44,47,55,13,66,24,67
ENSG00000206149,31,3,90,23,39,61,4,93,76,97,46,78,29,37,4,1,56,22
ENSG00000254398,42,34,29,59,77,14,38,55,80,91,26,19,26,13,96,10,75,59
ENSG00000248334,100,33,51,62,76,15,61,78,38,25,57,74,7,89,9,47,82,80
ENSG00000261377,60,12,38,63,55,85,18,88,88,7,100,30,25,71,96,89,66,81
ENSG00000034053,14,87,21,17,33,99,86,68,85,87,26,22,43,28,1,83,70,1
ENSG00000104059,9,22,84,7,29,76,41,72,65,97,81,54,36,59,83,7,49,24
ENSG00000185115,26,4,40,61,91,79,86,7,20,13,54,72,73,60,99,32,95,41
ENSG00000256802,87,4,37,88,36,52,96,7,83,68,68,67,29,17,39,88,83,78
ENSG00000104067,57,86,49,5,8,35,48,43,75,76,56,75,60,12,53,69,59,54
ENSG00000234664,45,33,44,27,5,94,86,11,2,95,62,26,48,20,77,87,4,90
ENSG00000260174,45,54,47,16,25,36,100,31,47,32,84,33,50,71,23,16,65,8
ENSG00000179938,81,2,86,19,79,91,96,25,40,12,36,15,6,89,61,79,39,83
ENSG00000178081,80,80,48,7,51,6,47,98,32,91,76,60,62,11,57,44,53,64
ENSG00000261247,47,24,80,17,7,8,34,71,36,99,59,28,14,78,25,63,72,41
ENSG00000225930,74,54,31,23,88,40,96,52,83,47,32,7,82,83,45,50,51,90
ENSG00000270173,39,88,65,47,13,60,0,66,42,70,30,7,38,61,62,64,34,69
ENSG00000166664,47,45,32,48,8,73,94,30,93,49,6,26,63,93,29,92,89,95
ENSG00000186399,52,99,9,7,26,68,3,26,84,11,30,99,64,75,51,37,61,8
ENSG00000215302,42,77,57,51,13,0,71,41,77,22,30,47,48,49,76,36,21,14
ENSG00000270055,74,17,7,19,50,85,57,2,84,35,55,61,23,89,19,39,68,57
ENSG00000260128,28,94,27,24,99,24,93,15,42,9,23,83,35,53,93,31,30,74
ENSG00000261794,41,21,25,2,90,80,0,95,65,95,43,85,82,35,70,25,75,97
ENSG00000247728,77,71,42,87,26,10,90,52,8,4,82,4,28,7,81,91,85,88
ENSG00000187951,23,37,82,41,77,82,43,47,95,42,88,73,15,9,40,53,29,29
ENSG00000269974,85,64,88,77,52,23,90,10,79,36,39,42,35,50,43,77,38,34
ENSG00000259845,43,70,28,22,75,62,89,51,3,26,82,19,1,10,69,55,46,27
ENSG00000198690,67,30,57,12,82,17,95,99,54,81,53,73,62,42,15,63,71,9
ENSG00000270015,56,30,14,67,35,42,88,5,79,87,77,40,83,20,36,92,16,12
ENSG00000166912,86,60,5,97,70,43,98,79,70,59,99,74,29,31,5,20,80,2
ENSG00000134160,25,12,21,51,61,61,99,98,54,79,50,8,61,67,24,78,96,51
ENSG00000259448,43,76,60,96,77,82,84,87,26,99,40,25,81,68,19,66,76,86
ENSG00000259772,35,77,92,71,24,24,2,68,30,31,47,19,92,55,32,30,20,41
ENSG00000169926,26,72,69,43,26,66,24,31,33,27,43,90,87,75,87,51,74,89
ENSG00000259696,97,53,83,55,69,90,55,9,25,21,64,76,58,55,16,22,15,4
ENSG00000169918,62,75,9,57,71,23,78,35,34,49,88,16,67,18,89,84,89,61
ENSG00000259358,76,32,65,74,60,91,91,30,17,69,37,87,51,82,67,84,46,70
ENSG00000175344,66,5,78,39,8,60,64,4,23,90,6,5,0,49,83,83,94,57
ENSG00000261279,65,19,41,66,82,33,83,84,73,26,98,72,31,61,41,87,55,30
ENSG00000223509,8,52,97,54,54,82,39,38,55,94,0,13,4,43,76,100,81,13
